course,hole,field,value,source_url,source_type,notes
clyne,18,par,4,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,18,yards_white,374,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,18,yards_yellow,342,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,18,si,12,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,18,hole_name,Pen Y Dalar,https://www.clynegolfclub.com/course/,official_course_page,Official Clyne scorecard table; par stored as single field aligned to package schema.
clyne,18,pro_tip,Hit left side of fairway from the elevated tee and take less club on the approach because the ground feeds right.,https://www.clynegolfclub.com/course/hole-by-hole-tour/,official_hole_tour,Official hole-by-hole tour text.
neath,1,par,5,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,1,yards_white,495,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,1,yards_yellow,487,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,1,si,3,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,1,pro_tip,"A generous fairway invites the drive, but the ideal line is left; the safe approach is the back of the green.",https://www.neathgolfclub.co.uk/course-tour,official_hole_page,Official Neath hole page text.
neath,2,par,3,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,2,yards_white,139,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,2,yards_yellow,136,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,2,si,18,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,2,pro_tip,Club selection is paramount on the blind par 3; the left side of the green is the preferred target.,https://www.neathgolfclub.co.uk/copy-of-course-tour,official_hole_page,Official Neath hole page text.
neath,3,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,3,yards_white,320,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,3,yards_yellow,314,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,3,si,13,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,3,pro_tip,"Positioning is everything on the dog-leg right, with the stream and trees shaping the line into the raised green.",https://www.neathgolfclub.co.uk/copy-of-hole-2,official_hole_page,Official Neath hole page text.
neath,4,par,5,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,4,yards_white,486,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,4,yards_yellow,483,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,4,si,7,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,4,pro_tip,"The generous fairway tempts you toward the left boundary, but out of bounds runs all the way down that side and behind the green.",https://www.neathgolfclub.co.uk/copy-of-hole-3,official_hole_page,Official Neath hole page text.
neath,5,par,3,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,5,yards_white,175,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,5,yards_yellow,172,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,5,si,15,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,5,pro_tip,Club selection and tee-shot placement are vital on this tricky short par 3.,https://www.neathgolfclub.co.uk/copy-of-hole-4,official_hole_page,Official Neath hole page text.
neath,6,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,6,yards_white,375,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,6,yards_yellow,370,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,6,si,10,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,6,pro_tip,Distance and spin control on the downhill approach are paramount; it is a birdie hole if played correctly.,https://www.neathgolfclub.co.uk/copy-of-hole-5,official_hole_page,Official Neath hole page text.
neath,7,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,7,yards_white,392,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,7,yards_yellow,388,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,7,si,5,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,7,pro_tip,Wind is a major factor from the elevated tee; wall left and heather right punish a poor drive.,https://www.neathgolfclub.co.uk/copy-of-hole-6,official_hole_page,Official Neath hole page text.
neath,8,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,8,yards_white,415,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,8,yards_yellow,410,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,8,si,1,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,8,pro_tip,This is one of the toughest par 4s on the course; the fairway must be found to have any chance of reaching in regulation.,https://www.neathgolfclub.co.uk/copy-of-hole-7,official_hole_page,Official Neath hole page text.
neath,9,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,9,yards_white,344,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,9,yards_yellow,340,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,9,si,12,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,9,pro_tip,"A short par 4 that offers birdie, but out of bounds left and the raised green still demand care.",https://www.neathgolfclub.co.uk/copy-of-hole-8,official_hole_page,Official Neath hole page text.
neath,10,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,10,yards_white,365,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,10,yards_yellow,362,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,10,si,9,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,10,pro_tip,A semi-blind tee shot sets up a signature hole; the green is protected by four bunkers and a ridge that creates two tiers.,https://www.neathgolfclub.co.uk/copy-of-hole-9,official_hole_page,Official Neath hole page text.
neath,11,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,11,yards_white,346,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,11,yards_yellow,342,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,11,si,14,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,11,pro_tip,"Downwind, long hitters can threaten the green; otherwise it is a short downhill par 4 and a scoring chance.",https://www.neathgolfclub.co.uk/copy-of-hole-10,official_hole_page,Official Neath hole page text.
neath,12,par,5,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,12,yards_white,510,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,12,yards_yellow,505,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,12,si,6,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,12,pro_tip,"An uphill par 5 with a generous fairway, but the undulating green is the main defence.",https://www.neathgolfclub.co.uk/copy-of-hole-11,official_hole_page,Official Neath hole page text.
neath,13,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,13,yards_white,460,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,13,yards_yellow,452,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,13,si,2,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,13,pro_tip,The fairway falls downhill all the way to the green; the approach from a slightly downhill lie is the real challenge.,https://www.neathgolfclub.co.uk/copy-of-hole-12,official_hole_page,Official Neath hole page text.
neath,14,par,3,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,14,yards_white,141,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,14,yards_yellow,135,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,14,si,17,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,14,pro_tip,"The shortest hole on the course, sheltered by a rock outcrop on the right and one of the better birdie chances.",https://www.neathgolfclub.co.uk/copy-of-hole-13,official_hole_page,Official Neath hole page text.
neath,15,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,15,yards_white,391,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,15,yards_yellow,378,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,15,si,11,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,15,pro_tip,"""The Pulpit"" drops around 80 feet from the top plateau to the bottom; wind and the green sloping away are the key defences.",https://www.neathgolfclub.co.uk/copy-of-hole-14,official_hole_page,Official Neath hole page text.
neath,16,par,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,16,yards_white,379,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,16,yards_yellow,375,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,16,si,4,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,16,pro_tip,A deceptive par 4 that rises to a brow before flattening; anything short of the green can run back off the front.,https://www.neathgolfclub.co.uk/copy-of-hole-15,official_hole_page,Official Neath hole page text.
neath,17,par,3,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,17,yards_white,195,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,17,yards_yellow,189,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,17,si,16,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,17,pro_tip,"The longest par 3 on the course; right is safer, but the preferred left-side finish brings more danger into play.",https://www.neathgolfclub.co.uk/copy-of-hole-16,official_hole_page,Official Neath hole page text.
neath,18,par,5,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,18,yards_white,562,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,18,yards_yellow,555,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,18,si,8,https://golfsherpa.co.uk/courses/wales/neath-golf-club,web_scorecard,Matched to accessible web scorecard page; tips sourced separately from official hole pages.
neath,18,pro_tip,A long closing dog-leg right; finding the correct line from the tee is crucial to gain run and set up a birdie chance.,https://www.neathgolfclub.co.uk/copy-of-hole-17,official_hole_page,Official Neath hole page text.
rolls_monmouth,1,par,4,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,1,yards_white,401,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,1,yards_yellow,376,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,1,si,10,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,1,hole_name,Boxbush,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,1,pro_tip,Keep to the right of the fairway for the best angle into the deceptively long green.,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,2,par,4,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,2,yards_white,353,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,2,yards_yellow,339,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,2,si,14,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,2,hole_name,Old Trackway,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,2,pro_tip,Be past or right of the oak tree on the left and keep to the right side to avoid being blocked out.,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,3,par,4,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,3,yards_white,382,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,3,yards_yellow,371,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,3,si,4,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,3,hole_name,Duke of York,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,3,pro_tip,Try to keep the tee shot tight to the left side; too straight or too far right leaves a long approach.,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,4,par,3,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,4,yards_white,167,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,4,yards_yellow,156,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,4,si,18,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,4,hole_name,Duchess of York,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,4,pro_tip,Good club selection is required; anything past the hole leaves a fast and tricky putt.,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,5,par,5,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,5,yards_white,516,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,5,yards_yellow,467,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,5,si,12,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,5,hole_name,Raglan,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,5,pro_tip,Be positive with the approach because anything short can roll back off the front of the green.,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,6,par,4,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,6,yards_white,437,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,6,yards_yellow,407,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,6,si,2,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,6,hole_name,Offa's Drive,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,6,pro_tip,Keep the approach on the right side and below the hole to avoid one of the toughest putts on the course.,https://www.therollsgolfclub.co.uk/course/the-course/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,7,par,5,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,7,yards_white,536,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,7,yards_yellow,510,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,7,si,8,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,7,hole_name,Dawn o'Day,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,7,pro_tip,Favour the right side with the tee shot to use the slope and pick up extra distance.,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,8,par,3,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,8,yards_white,164,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,8,yards_yellow,163,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,8,si,16,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,8,hole_name,Gloucester’s Bridge,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,8,pro_tip,Club selection is critical on the two-tier green; miss left and a very tough bunker shot awaits.,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,9,par,4,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,9,yards_white,343,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,9,yards_yellow,308,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,9,si,6,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,9,hole_name,Rose Garden,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,9,pro_tip,Be careful with the approach because out of bounds is close behind the green; two putts is a good result.,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,10,par,4,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,10,yards_white,411,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,10,yards_yellow,340,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,10,si,9,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,10,hole_name,Ha! Ha!,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,10,pro_tip,Keep to the right of the fairway for the best angle in; the green is deceptively long.,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,11,par,4,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,11,yards_white,331,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,11,yards_yellow,304,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,11,si,17,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,11,hole_name,Panterris,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,11,pro_tip,"Big hitters may be tempted, but a good tee shot down the middle leaves a simple pitch.",https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,12,par,5,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,12,yards_white,534,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,12,yards_yellow,509,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,12,si,3,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,12,hole_name,The Long Drive,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,12,pro_tip,Avoid the huge oak trees with the second shot and miss the bunkers either side of the green.,https://www.therollsgolfclub.co.uk/course/the-course/page/2/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,13,par,3,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,13,yards_white,190,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,13,yards_yellow,169,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,13,si,7,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,13,hole_name,The Lake,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,13,pro_tip,Try to hit the middle of the green and take two putts; missing it leaves a difficult recovery from anywhere.,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth pro tip.
rolls_monmouth,14,par,4,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,14,yards_white,360,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
rolls_monmouth,14,yards_yellow,349,https://www.therollsgolfclub.co.uk/course/the-course/page/3/,official_hole_by_hole_page,Official Rolls of Monmouth hole page values.
